iter	Passed	Remaining
181	16473	74039
182	16495	73641
183	16513	73232
184	16531	72829
185	16554	72447
186	16577	72073
187	16607	71732
188	16627	71348
189	16646	70964
190	16664	70585
191	16683	70208
192	16735	69977
193	16818	69873
194	16849	69557
195	16876	69226
196	16894	68866
197	16931	68580
198	16946	68212
199	16984	67936
200	17023	67669
201	17041	67323
202	17062	66989
203	17082	66655
204	17099	66313
205	17124	66005
206	17171	65783
207	17220	65568
208	17256	65309
209	17276	64992
210	17301	64696
211	17318	64372
212	17335	64050
213	17358	63755
214	17373	63432
215	17395	63138
216	17412	62828
217	17431	62528
218	17452	62238
219	17473	61951
220	17511	61727
221	17530	61435
222	17556	61171
223	17570	60868
224	17587	60577
225	17608	60306
226	17630	60037
227	17645	59747
228	17661	59463
229	17682	59198
230	17701	58928
231	17716	58647
232	17746	58418
233	17864	58480
234	17887	58230
235	17902	57956
236	17920	57693
237	17942	57445
238	17974	57231
239	18007	57024
240	18037	56808
241	18071	56604
242	18097	56376
243	18115	56129
244	18142	55909
245	18171	55696
246	18193	55463
247	18206	55205
248	18223	54963
249	18250	54752
250	18273	54528
251	18295	54305
252	18307	54055
253	18327	53827
254	18340	53582
255	18365	53375
256	18387	53159
257	18415	52962
258	18436	52747
259	18459	52539
260	18472	52303
261	18486	52073
262	18504	51856
263	18519	51630
264	18539	51422
265	18551	51191
266	18561	50958
267	18576	50738
268	18589	50517
269	18607	50309
270	18624	50100
271	18637	49883
272	18719	49848
273	18761	49711
274	18786	49528
275	18812	49349
276	18834	49159
277	18889	49057
278	18959	48995
279	19001	48861
280	19022	48672
281	19052	48509
282	19074	48326
283	19103	48161
284	19130	47994
285	19158	47829
286	19189	47672
287	19212	47497
288	19226	47301
289	19249	47128
290	19273	46957
291	19295	46785
292	19320	46619
293	19347	46461
294	19370	46292
295	19389	46116
296	19406	45934
297	19422	45754
298	19445	45589
299	19464	45417
300	19490	45262
301	19525	45127
302	19558	44991
303	19577	44821
304	19605	44673
305	19615	44487
306	19636	44325
307	19649	44148
308	19665	43976
309	19680	43805
310	19721	43692
311	19746	43542
312	19764	43379
313	19782	43219
314	19799	43056
315	19818	42898
316	19836	42739
317	19854	42580
318	19870	42420
319	19883	42252
320	19918	42133
321	19929	41962
322	19941	41796
323	19952	41628
324	19968	41472
325	20001	41352
326	20018	41200
327	20032	41042
328	20046	40885
329	20059	40726
330	20077	40580
331	20092	40426
332	20106	40273
333	20118	40115
334	20130	39960
335	20143	39808
336	20156	39654
337	20168	39502
338	20178	39344
339	20187	39187
340	20202	39042
341	20216	38896
342	20231	38752
343	20241	38600
344	20261	38467
345	20271	38316
346	20285	38173
347	20300	38033
348	20313	37890
349	20325	37747
350	20339	37607
351	20353	37469
352	20368	37333
353	20384	37198
354	20397	37060
355	20410	36922
356	20428	36793
357	20443	36661
358	20456	36525
359	20470	36391
360	20492	36274
361	20507	36142
362	20522	36012
363	20535	35880
364	20546	35745
365	20561	35616
366	20574	35487
367	20602	35382
368	20633	35283
369	20661	35180
370	20678	35058
371	20706	34955
372	20718	34826
373	20747	34726
374	20774	34623
375	20790	34504
376	20807	34384
377	20819	34258
378	20834	34138
379	20847	34014
380	20861	33893
381	20874	33770
382	20886	33647
383	20927	33570
384	20940	33450
385	20954	33331
386	20967	33211
387	20978	33089
388	20990	32969
389	21001	32847
390	21013	32729
391	21026	32611
392	21037	32493
393	21049	32376
394	21064	32264
395	21080	32152
396	21092	32037
397	21105	31923
398	21119	31811
399	21131	31697
400	21144	31585
401	21159	31476
402	21172	31364
403	21185	31254
404	21199	31145
405	21212	31035
406	21227	30927
407	21240	30818
408	21251	30707
409	21262	30597
410	21274	30487
411	21284	30377
412	21296	30269
413	21308	30161
414	21318	30051
415	21331	29946
416	21345	29842
417	21359	29740
418	21371	29634
419	21384	29530
420	21397	29428
421	21410	29324
422	21422	29222
423	21435	29119
424	21448	29018
425	21461	28917
426	21472	28814
427	21484	28713
428	21498	28614
429	21511	28515
430	21524	28416
431	21535	28315
432	21548	28216
433	21561	28119
434	21583	28033
435	21610	27955
436	21642	27882
437	21673	27808
438	21699	27729
439	21722	27647
440	21739	27556
441	21752	27460
442	21764	27365
443	21778	27272
444	21793	27180
445	21806	27086
446	21818	26991
447	21831	26899
448	21845	26808
449	21857	26714
450	21870	26622
451	21884	26532
452	21905	26451
453	21930	26374
454	21948	26289
455	21965	26204
456	21980	26117
457	21997	26032
458	22011	25943
459	22028	25859
460	22044	25774
461	22058	25687
462	22074	25602
463	22087	25514
464	22101	25429
465	22115	25342
466	22130	25257
467	22140	25168
468	22157	25087
469	22169	24999
470	22183	24915
471	22196	24830
472	22212	24748
473	22226	24664
474	22240	24582
475	22253	24497
476	22267	24415
477	22279	24329
478	22292	24246
479	22304	24163
480	22316	24079
481	22328	23996
482	22343	23916
483	22358	23836
484	22372	23756
485	22384	23674
486	22398	23593
487	22411	23514
488	22426	23434
489	22439	23355
490	22451	23274
491	22463	23194
492	22479	23117
493	22492	23039
494	22506	22961
495	22519	22882
496	22532	22804
497	22548	22729
498	22561	22652
499	22574	22574
500	22588	22497
501	22599	22419
502	22611	22342
503	22623	22264
504	22636	22188
505	22648	22111
506	22659	22034
507	22670	21956
508	22682	21880
509	22694	21804
510	22705	21727
511	22717	21652
512	22728	21576
513	22739	21501
514	22751	21426
515	22763	21351
516	22775	21277
517	22787	21203
518	22801	21132
519	22813	21058
520	22826	20986
521	22835	20910
522	22847	20837
523	22857	20763
524	22869	20691
525	22881	20619
526	22892	20546
527	22918	20487
528	22929	20415
529	22939	20342
530	22951	20271
531	22961	20199
532	22973	20128
533	22984	20058
534	22994	19985
535	23004	19914
536	23015	19844
537	23025	19772
538	23036	19702
539	23046	19632
540	23058	19563
541	23069	19494
542	23080	19425
543	23092	19357
544	23103	19288
545	23115	19220
546	23125	19151
547	23136	19083
548	23147	19015
549	23157	18947
550	23168	18879
551	23182	18814
552	23197	18750
553	23210	18685
554	23224	18621
555	23237	18556
556	23247	18489
557	23261	18425
558	23273	18360
559	23284	18295
560	23296	18230
561	23306	18163
562	23320	18101
563	23335	18039
564	23348	17976
565	23362	17913
566	23376	17852
567	23390	17789
568	23402	17726
569	23416	17665
570	23430	17603
571	23439	17538
572	23448	17473
573	23461	17412
574	23473	17350
575	23485	17287
576	23496	17225
577	23510	17165
578	23523	17104
579	23535	17042
580	23546	16981
581	23559	16920
582	23571	16859
583	23581	16798
584	23593	16737
585	23606	16677
586	23618	16617
587	23630	16557
588	23642	16497
589	23655	16438
590	23667	16379
591	23679	16319
592	23691	16260
593	23703	16201
594	23714	16141
595	23726	16082
596	23739	16024
597	23751	15966
598	23764	15909
599	23776	15851
600	23789	15793
601	23803	15737
602	23816	15679
603	23827	15621
604	23841	15565
605	23855	15509
606	23868	15453
607	23880	15396
608	23892	15339
609	23920	15293
610	23932	15236
611	23943	15179
612	23956	15124
613	23967	15067
614	23979	15011
615	23986	14952
616	24000	14898
617	24012	14842
618	24027	14789
619	24039	14733
620	24053	14679
621	24065	14625
622	24073	14567
623	24087	14514
624	24098	14459
625	24111	14405
626	24125	14352
627	24138	14298
628	24152	14245
629	24166	14192
630	24180	14140
631	24195	14088
632	24210	14036
633	24224	13984
634	24239	13932
635	24254	13881
636	24269	13830
637	24288	13781
638	24304	13730
639	24318	13679
640	24331	13627
641	24347	13577
642	24363	13526
643	24378	13476
644	24389	13423
645	24400	13371
646	24413	13319
647	24425	13268
648	24437	13216
649	24447	13163
650	24459	13112
651	24471	13061
652	24479	13008
653	24488	12955
654	24500	12904
655	24509	12852
656	24519	12800
657	24531	12750
658	24542	12699
659	24553	12648
660	24565	12598
661	24577	12548
662	24589	12498
663	24601	12449
664	24612	12398
665	24625	12349
666	24638	12300
667	24650	12251
668	24661	12201
669	24673	12152
670	24684	12103
671	24697	12054
672	24709	12006
673	24721	11957
674	24734	11909
675	24746	11860
676	24758	11812
677	24770	11764
678	24782	11716
679	24793	11667
680	24803	11618
681	24815	11570
682	24828	11523
683	24841	11476
684	24853	11428
685	24863	11380
686	24875	11333
687	24887	11286
688	24898	11238
689	24926	11198
690	24938	11152
691	24950	11105
692	24961	11057
693	24972	11011
694	24983	10964
695	24993	10916
696	25008	10871
697	25020	10825
698	25033	10779
699	25047	10734
700	25066	10691
701	25083	10647
702	25101	10604
703	25118	10561
704	25141	10520
705	25156	10475
706	25170	10431
707	25189	10388
708	25205	10345
709	25222	10302
710	25243	10260
711	25260	10217
712	25279	10175
713	25300	10134
714	25313	10090
715	25328	10046
716	25345	10003
717	25360	9960
718	25378	9918
719	25401	9878
720	25428	9839
721	25447	9798
722	25474	9760
723	25500	9721
724	25517	9679
725	25534	9636
726	25552	9595
727	25574	9555
728	25599	9516
729	25615	9474
730	25636	9433
731	25649	9390
732	25663	9348
733	25673	9303
734	25688	9261
735	25699	9218
736	25712	9175
737	25725	9133
738	25739	9090
739	25752	9048
740	25764	9005
741	25778	8963
742	25787	8919
743	25798	8876
744	25807	8833
745	25819	8790
746	25831	8748
747	25844	8707
748	25857	8665
749	25872	8624
750	25884	8582
751	25896	8540
752	25924	8503
753	25939	8463
754	25952	8421
755	25960	8378
756	25972	8337
757	25988	8297
758	26002	8256
759	26015	8215
760	26028	8174
761	26041	8133
762	26053	8092
763	26065	8051
764	26077	8010
765	26089	7969
766	26101	7929
767	26113	7888
768	26125	7847
769	26138	7807
770	26151	7767
771	26161	7726
772	26173	7686
773	26186	7646
774	26197	7605
775	26208	7565
776	26218	7524
777	26231	7485
778	26241	7444
779	26254	7405
780	26268	7365
781	26279	7325
782	26292	7286
783	26304	7247
784	26317	7207
785	26332	7169
786	26349	7131
787	26365	7093
788	26383	7055
789	26400	7017
790	26416	6979
791	26431	6941
792	26445	6903
793	26459	6864
794	26469	6825
795	26481	6786
796	26494	6748
797	26505	6709
798	26519	6671
799	26532	6633
800	26546	6595
801	26559	6557
802	26573	6519
803	26586	6481
804	26600	6443
805	26614	6405
806	26627	6368
807	26640	6330
808	26649	6291
809	26661	6254
810	26673	6216
811	26686	6178
812	26701	6141
813	26712	6103
814	26725	6066
815	26738	6029
816	26753	5992
817	26767	5955
818	26781	5918
819	26797	5882
820	26814	5846
821	26828	5809
822	26846	5773
823	26864	5738
824	26883	5702
825	26904	5667
826	26946	5636
827	26960	5600
828	26974	5564
829	26990	5528
830	27005	5492
831	27022	5456
832	27035	5420
833	27053	5384
834	27069	5349
835	27084	5313
836	27099	5277
837	27112	5241
838	27127	5205
839	27141	5169
840	27156	5134
841	27173	5099
842	27190	5063
843	27201	5027
844	27214	4992
845	27227	4956
846	27243	4921
847	27258	4886
848	27272	4850
849	27285	4815
850	27299	4779
851	27312	4744
852	27324	4708
853	27337	4673
854	27354	4639
855	27370	4604
856	27386	4569
857	27403	4535
858	27418	4500
859	27436	4466
860	27451	4431
861	27466	4397
862	27478	4362
863	27491	4327
864	27505	4292
865	27517	4257
866	27530	4223
867	27542	4188
868	27555	4153
869	27568	4119
870	27580	4084
871	27592	4050
872	27607	4016
873	27617	3981
874	27628	3946
875	27640	3912
876	27650	3878
877	27666	3844
878	27681	3810
879	27694	3776
880	27705	3742
881	27716	3708
882	27727	3673
883	27739	3639
884	27751	3606
885	27762	3572
886	27775	3538
887	27788	3504
888	27799	3471
889	27811	3437
890	27825	3403
891	27838	3370
892	27849	3336
893	27862	3303
894	27873	3270
895	27887	3236
896	27900	3203
897	27911	3170
898	27921	3136
899	27958	3106
900	27972	3073
901	27983	3040
902	27993	3007
903	28005	2974
904	28016	2940
905	28028	2908
906	28038	2874
907	28050	2842
908	28061	2809
909	28074	2776
910	28086	2743
911	28097	2711
912	28108	2678
913	28120	2645
914	28132	2613
915	28144	2580
916	28155	2548
917	28167	2516
918	28182	2483
919	28195	2451
920	28208	2419
921	28220	2387
922	28231	2355
923	28242	2322
924	28254	2290
925	28267	2258
926	28280	2227
927	28293	2195
928	28307	2163
929	28319	2131
930	28333	2099
931	28346	2068
932	28360	2036
933	28374	2005
934	28388	1973
935	28401	1941
936	28413	1910
937	28427	1878
938	28441	1847
939	28461	1816
940	28479	1785
941	28509	1755
942	28525	1724
943	28539	1693
944	28554	1661
945	28570	1630
946	28583	1599
947	28599	1568
948	28614	1537
949	28631	1506
950	28659	1476
951	28679	1446
952	28691	1415
953	28703	1384
954	28714	1353
955	28725	1322
956	28737	1291
957	28750	1260
958	28761	1229
959	28775	1198
960	28788	1168
961	28802	1137
962	28814	1107
963	28826	1076
964	28838	1045
965	28851	1015
966	28861	984
967	28876	954
968	28888	924
969	28901	893
970	28913	863
971	28927	833
972	28965	803
973	28977	773
974	28989	743
975	29001	713
976	29014	683
977	29026	652
978	29038	622
979	29050	592
980	29063	562
981	29074	532
982	29087	503
983	29099	473
984	29110	443
985	29122	413
986	29137	383
987	29148	354
988	29161	324
989	29173	294
990	29187	265
991	29198	235
992	29213	205
993	29226	176
994	29239	146
995	29252	117
996	29265	88
997	29278	58
998	29289	29
999	29301	0
