iter	Logloss
0	0.5850789198
1	0.4912452318
2	0.4155728702
3	0.3596265105
4	0.3132567454
5	0.2744853173
6	0.2409701164
7	0.2128253955
8	0.1862884997
9	0.1691475093
10	0.154799114
11	0.1427433718
12	0.1323825842
13	0.1236662707
14	0.1155311225
15	0.1094764692
16	0.1014460171
17	0.09726428299
18	0.09368939611
19	0.09060320112
20	0.0846247545
21	0.08168401319
22	0.07908101304
23	0.07667129191
24	0.0734125899
25	0.07181339986
26	0.07028151719
27	0.06956638451
28	0.06802098711
29	0.06749638615
30	0.0657073014
31	0.06489482369
32	0.06365790652
33	0.06268473287
34	0.06185432127
35	0.06029255529
36	0.05944337011
37	0.0588285927
38	0.05819803309
39	0.05760780685
40	0.05662793947
41	0.05594601705
42	0.05481467098
43	0.05413359829
44	0.05383851463
45	0.05312303195
46	0.05237741285
47	0.05186824332
48	0.051204567
49	0.05045231601
50	0.04985443431
51	0.04963782199
52	0.04919645399
53	0.04863730053
54	0.04837828212
55	0.04814750206
56	0.04775763886
57	0.04728700849
58	0.04718841722
59	0.04699142832
60	0.0466959641
61	0.04631425965
62	0.04601020912
63	0.04558670797
64	0.04546346248
65	0.04544210693
66	0.04520659001
67	0.04506507696
68	0.04490404672
69	0.04464291394
70	0.04436050013
71	0.04431553059
72	0.04420450734
73	0.04420009189
74	0.0440822727
75	0.04379395622
76	0.04373976042
77	0.04363205981
78	0.04350164347
79	0.04332830186
80	0.04315705771
81	0.04301583623
82	0.04270942089
83	0.04265592347
84	0.04258967302
85	0.04237595968
86	0.04224170291
87	0.04207718496
88	0.04206871244
89	0.04172835139
90	0.04147315567
91	0.04137456863
92	0.04113746906
93	0.04097786064
94	0.04079176603
95	0.04078798249
96	0.04075781658
97	0.04072608887
98	0.04047037961
99	0.040118965
100	0.03970192562
101	0.03960876315
102	0.03952175917
103	0.03951824192
104	0.03949517726
105	0.03938646965
106	0.03928642918
107	0.03927929136
108	0.03913657444
109	0.03878584558
110	0.03873082536
111	0.0384262436
112	0.038418618
113	0.038224184
114	0.03809771147
115	0.03805798935
116	0.03790731231
117	0.03788200446
118	0.03767200711
119	0.0375177283
120	0.03747981467
121	0.03738120881
122	0.03735235559
123	0.03734183837
124	0.03729431329
125	0.03728064827
126	0.03719850605
127	0.03717930745
128	0.0370528836
129	0.03676844171
130	0.03670572512
131	0.03657048784
132	0.03653003603
133	0.03631036841
134	0.03620998859
135	0.03614166242
136	0.03607180157
137	0.03607046001
138	0.03600903379
139	0.0358116731
140	0.03579161122
141	0.03574953439
142	0.03565577892
143	0.0355949451
144	0.03550831664
145	0.03549549364
146	0.03547597519
147	0.03533199963
148	0.03528633279
149	0.03527507587
150	0.03525244704
151	0.03523606455
152	0.03523536236
153	0.03509472368
154	0.03464101828
155	0.03422964985
156	0.03396493176
157	0.0338090908
158	0.03362688795
159	0.03360303591
160	0.03354607966
161	0.03349915351
162	0.0334371782
163	0.03336031595
164	0.03329342861
165	0.03322307577
166	0.03314577754
167	0.03312614072
168	0.0329404844
169	0.03255092596
170	0.03233785862
171	0.03228434081
172	0.03216290566
173	0.03210524148
174	0.0320152316
175	0.03193710751
176	0.0318713666
177	0.0317407627
178	0.03166108336
179	0.0315850168
180	0.03155539657
181	0.03153606933
182	0.03137161446
183	0.03131469118
184	0.03126232381
185	0.03119406194
186	0.03116809497
187	0.03113162729
188	0.03110751063
189	0.03089489332
190	0.03088805748
191	0.03071129497
192	0.03068848382
193	0.0306816982
194	0.03064727816
195	0.03062905644
196	0.03047488933
197	0.03043266556
198	0.03035028766
199	0.03023504667
200	0.03022644218
201	0.03015989218
202	0.03012098885
203	0.03010625631
204	0.03002226906
205	0.02998489242
206	0.02989980001
207	0.02989109119
208	0.02988201633
209	0.02973775599
210	0.02972499216
211	0.02968223654
212	0.0295512235
213	0.02928485202
214	0.02912707004
215	0.0289102917
216	0.02885505036
217	0.02873086223
218	0.02868191512
219	0.02865039099
220	0.02842027893
221	0.02833381126
222	0.02829711057
223	0.02826241988
224	0.02825113515
225	0.0282056059
226	0.02814587688
227	0.02803801324
228	0.02799416542
229	0.02784859871
230	0.02779830977
231	0.02777359885
232	0.02776995224
233	0.02756682099
234	0.02745517287
235	0.02741779807
236	0.02738396856
237	0.02737924991
238	0.02734297825
239	0.02720299993
240	0.02717858609
241	0.02717453979
242	0.02715484665
243	0.02706283427
244	0.0270605821
245	0.02702526238
246	0.02699521821
247	0.02698479699
248	0.0268692151
249	0.02680128265
250	0.0267689542
251	0.02676246524
252	0.02673191298
253	0.02670447785
254	0.02662309906
255	0.02658698052
256	0.02654591794
257	0.02650932638
258	0.02633221626
259	0.02624106787
260	0.02620581036
261	0.02598723602
262	0.02582559744
263	0.02577786595
264	0.02572342965
265	0.02568487632
266	0.02553776861
267	0.02545566842
268	0.02542499856
269	0.02536349628
270	0.02534249332
271	0.0252110628
272	0.02519554489
273	0.02517191162
274	0.02500833795
275	0.02484633415
276	0.02468709754
277	0.02457374923
278	0.02444156009
279	0.02430802786
280	0.024187419
281	0.02418164212
282	0.02416942704
283	0.0241658556
284	0.02415478757
285	0.02414446685
286	0.02409048078
287	0.02406200886
288	0.02405707614
289	0.02403864869
290	0.02401189389
291	0.02390195531
292	0.02389853071
293	0.02385898777
294	0.02384915423
295	0.02383711813
296	0.02371871659
297	0.02363105478
298	0.02362799418
299	0.02360814883
300	0.02358032589
301	0.02345081961
302	0.02344810034
303	0.02343927978
304	0.02335637367
305	0.0232684491
306	0.02320514458
307	0.0230800124
308	0.02306517664
309	0.02302675038
310	0.02300650666
311	0.02298548358
312	0.02269921252
313	0.02257579532
314	0.02247116021
315	0.02242921019
316	0.0224072038
317	0.02231007742
318	0.02227748625
319	0.02225624796
320	0.022202794
321	0.02217277238
322	0.02215279487
323	0.02213410746
324	0.02211798973
325	0.02208822645
326	0.02204115336
327	0.0220398901
328	0.02179364844
329	0.02179233538
330	0.02170891
331	0.02166150646
332	0.02163556252
333	0.02163444035
334	0.02161324356
335	0.02158435335
336	0.02157008305
337	0.02146167604
338	0.02146011199
